UniProt Accession	Ensembl Gene ID	Gene Symbol	
Q96DT5	ENSG00000105877	DNAH11	
O94923	ENSG00000138604	GLCE	
P26641	ENSG00000254772	EEF1G	
Q9BTL4	ENSG00000160888	IER2	
P43235	ENSG00000143387	CTSK	
Q9BWW7	ENSG00000261678; ENSG00000284923	SCRT1	
Q8N2U0	ENSG00000205544; ENSG00000283771	TMEM256	
Q14393	ENSG00000183087	GAS6	
O15444	ENSG00000131142	CCL25	
Q5TG92	-	C1orf195	
A6NKL6	ENSG00000206432	TMEM200C	
Q8TDF5	ENSG00000166342	NETO1	
Q9NYK5	ENSG00000154719	MRPL39	
Q86SK9	ENSG00000145284	SCD5	
Q13404	ENSG00000124208; ENSG00000244687	UBE2V1	
O14896	ENSG00000117595	IRF6	
O15020	ENSG00000173898	SPTBN2	
A6NEQ0	ENSG00000242389	RBMY1E	
Q8WTQ1	ENSG00000177023; ENSG00000277006; ENSG00000285356; ENSG00000285034; ENSG00000176782	DEFB104A; DEFB104B	
O43747	ENSG00000166747	AP1G1	
Q86YS7	ENSG00000111731	C2CD5	
Q52MB2	ENSG00000177875	CCDC184	
Q9Y5Y7	ENSG00000133800	LYVE1	
A0A1B0GVS7	ENSG00000242120	MDFIC2	
Q8IZ69	ENSG00000099899	TRMT2A	
Q9UQ10	ENSG00000104808	DHDH	
A8MZ97	ENSG00000237651	C2orf74	
P46821	ENSG00000131711	MAP1B	
P01615	-	IGKV2D-28	
O95772	ENSG00000010270	STARD3NL	
Q9H9K5	ENSG00000226887	ERVMER34-1	
Q6UXU6	ENSG00000167105	TMEM92	
Q6UWQ7	ENSG00000204866	IGFL2	
Q9NWS0	ENSG00000104872	PIH1D1	
O60942	ENSG00000111880	RNGTT	
Q9NPG3	ENSG00000118900	UBN1	
P31314	ENSG00000107807	TLX1	
Q07687	ENSG00000115844	DLX2	
O60308	ENSG00000116198	CEP104	
Q9P281	ENSG00000266074	BAHCC1	
Q15391	ENSG00000174944	P2RY14	
P01236	ENSG00000172179	PRL	
O43520	ENSG00000081923	ATP8B1	
Q8N0U6	-	LINC00518	
Q92771	-	DDX12P	
A0A0C4DH68	-	IGKV2-24	
Q9H213	ENSG00000187601	MAGEH1	
Q9Y3D0	ENSG00000166595	CIAO2B	
Q9P241	ENSG00000145246	ATP10D	
P28472	ENSG00000166206	GABRB3	
P22087	ENSG00000280548; ENSG00000105202	FBL	
Q16718	ENSG00000128609	NDUFA5	
Q4KMX7	ENSG00000273018	FAM106A	
Q96PE7	ENSG00000124370	MCEE	
Q5T686	ENSG00000119986	AVPI1	
Q9HAD4	ENSG00000164253	WDR41	
Q5VT52	ENSG00000163125	RPRD2	
Q7Z6K1	ENSG00000177683	THAP5	
P20340	ENSG00000175582	RAB6A	
P04818	ENSG00000176890	TYMS	
Q66K74	ENSG00000130479	MAP1S	
Q8WWB7	ENSG00000198715	GLMP	
Q9BZZ2	ENSG00000088827	SIGLEC1	
Q58HT5	ENSG00000204195	AWAT1	
Q9NX09	ENSG00000168209	DDIT4	
Q13371	ENSG00000136940	PDCL	
P01624	-	IGKV3-15	
P08865	ENSG00000168028	RPSA	
O43808	ENSG00000100372	SLC25A17	
A8MZG2	ENSG00000215131	C16orf90	
A6NND4	ENSG00000171561	OR2AT4	
Q9P1Z2	ENSG00000012822	CALCOCO1	
O15016	ENSG00000166436	TRIM66	
O15172	-	PSPHP1	
Q96GZ6	ENSG00000114544	SLC41A3	
Q9HCU9	ENSG00000174744	BRMS1	
O00471	ENSG00000070367	EXOC5	
P08910	ENSG00000140526	ABHD2	
O75689	ENSG00000105963	ADAP1	
Q969U6	ENSG00000159069	FBXW5	
Q9UBT6	ENSG00000122008	POLK	
P01880	-	IGHD	
A1L162	ENSG00000204334; ENSG00000239467	ERICH2	
Q8N123	ENSG00000147183	CPXCR1	
Q6UXZ4	ENSG00000156687	UNC5D	
Q9H0I9	ENSG00000151005	TKTL2	
Q8N0V3	ENSG00000101546	RBFA	
Q6ZWK6	ENSG00000198092	TMPRSS11F	
Q9UPV0	ENSG00000110274	CEP164	
P43007	ENSG00000115902	SLC1A4	
Q6P2M8	ENSG00000130822	PNCK	
Q9NZ81	ENSG00000205352	PRR13	
Q9Y345	ENSG00000165970	SLC6A5	
A6NH11	ENSG00000182327	GLTPD2	
O43296	ENSG00000083844	ZNF264	
Q9Y2A7	ENSG00000061676	NCKAP1	
P59037	ENSG00000185186	LINC00313	
P22736	ENSG00000123358	NR4A1	
Q9NRZ5	ENSG00000026652	AGPAT4	
P02144	ENSG00000198125	MB	
P13928	ENSG00000265190; ENSG00000264230	ANXA8	
O00237	ENSG00000239305	RNF103	
Q9NRP7	ENSG00000163482	STK36	
P0C2S0	ENSG00000233932	CTXN2	
Q08379	ENSG00000167110	GOLGA2	
Q6NS38	ENSG00000189046	ALKBH2	
Q5SXH7	ENSG00000148735	PLEKHS1	
Q86VP6	ENSG00000111530	CAND1	
O14523	ENSG00000172375	C2CD2L	
P00414	ENSG00000198938	MT-CO3	
P62333	ENSG00000100519	PSMC6	
Q9UKJ1	ENSG00000085514	PILRA	
Q8IWZ6	ENSG00000138686	BBS7	
Q96L33	ENSG00000104140	RHOV	
P55084	ENSG00000138029	HADHB	
Q9BSG0	ENSG00000135617	PRADC1	
Q8TBX8	ENSG00000166908	PIP4K2C	
Q9Y3N9	ENSG00000204704; ENSG00000228652; ENSG00000227639; ENSG00000228977; ENSG00000206525; ENSG00000226463; ENSG00000229328; ENSG00000234101	OR2W1	
P61964	ENSG00000196363	WDR5	
Q9NZM5	ENSG00000105373	NOP53	
Q6TDU7	ENSG00000118307	CASC1	
O75123	ENSG00000183309; ENSG00000276340	ZNF623	
Q8NGT5	ENSG00000273914; ENSG00000179468	OR9A2	
O60669	ENSG00000118596	SLC16A7	
Q8WUF5	ENSG00000104881	PPP1R13L	
O43566	ENSG00000169220	RGS14	
Q96JX3	ENSG00000122335	SERAC1	
Q07869	ENSG00000186951	PPARA	
Q06828	ENSG00000122176	FMOD	
Q9P035	ENSG00000074696	HACD3	
Q4KMZ1	ENSG00000160051	IQCC	
Q8NCF0	ENSG00000157335	CLEC18C	
A4D1T9	ENSG00000165076	PRSS37	
A0A096LP55	ENSG00000233954	UQCRHL	
P22079	ENSG00000167419	LPO	
Q9H4I9	ENSG00000274112; ENSG00000272901; ENSG00000272835; ENSG00000183172	SMDT1	
P63098	ENSG00000221823	PPP3R1	
P0CK97	ENSG00000215790	SLC35E2A	
Q9H741	ENSG00000111412	C12orf49	
Q6P1L6	ENSG00000088876	ZNF343	
O60732	ENSG00000155495	MAGEC1	
P35346	ENSG00000162009	SSTR5	
Q9BYF1	ENSG00000130234	ACE2	
P23246	ENSG00000116560	SFPQ	
Q96DN6	ENSG00000166987	MBD6	
Q8NH18	ENSG00000174957	OR5J2	
Q6ZW13	ENSG00000159761	C16orf86	
A7E2F4	ENSG00000175265	GOLGA8A	
Q2VWA4	ENSG00000215474	SKOR2	
P51606	ENSG00000102032	RENBP	
P43361	ENSG00000156009	MAGEA8	
Q5MAI5	ENSG00000205111	CDKL4	
Q99698	ENSG00000143669	LYST	
Q5T6C5	ENSG00000162650	ATXN7L2	
P01766	-	IGHV3-13	
O43681	ENSG00000198356	ASNA1	
Q9C0G6	ENSG00000115423	DNAH6	
Q12901	ENSG00000204920	ZNF155	
P98175	ENSG00000182872	RBM10	
Q13309	ENSG00000145604	SKP2	
O95900	ENSG00000167112	TRUB2	
Q15399	ENSG00000174125	TLR1	
O60831	ENSG00000243279	PRAF2	
Q96QR8	ENSG00000146676	PURB	
Q9P2Q2	ENSG00000151474	FRMD4A	
P29400	ENSG00000188153	COL4A5	
P43088	ENSG00000122420	PTGFR	
Q7Z7L8	ENSG00000187479	C11orf96	
Q5T5N4	ENSG00000112539	C6orf118	
Q9H7R0	ENSG00000198342	ZNF442	
Q9UKK3	ENSG00000102699	PARP4	
P0C7H8	ENSG00000263091; ENSG00000213417; ENSG00000262862; ENSG00000212724	KRTAP2-3	
Q96MW5	ENSG00000213380	COG8	
Q86VZ1	ENSG00000182162	P2RY8	
Q9HAV7	ENSG00000109519	GRPEL1	
Q03154	ENSG00000243989	ACY1	
Q8NBU5	ENSG00000283024; ENSG00000138138	ATAD1	
A5PLN9	ENSG00000113597	TRAPPC13	
Q9BXJ5	ENSG00000145861	C1QTNF2	
Q9BQJ4	ENSG00000147027	TMEM47	
Q96P53	ENSG00000139668	WDFY2	
P17861	ENSG00000100219	XBP1	
Q9UGM6	ENSG00000116874	WARS2	
Q9XRX5	ENSG00000197568	HHLA3	
P51523	ENSG00000198040	ZNF84	
O95218	ENSG00000132485	ZRANB2	
Q8NEC7	ENSG00000138780	GSTCD	
P11717	ENSG00000197081	IGF2R	
P80511	ENSG00000163221	S100A12	
Q8TDN2	ENSG00000168263	KCNV2	
O14646	ENSG00000153922	CHD1	
Q9BTU6	ENSG00000155252	PI4K2A	
Q2M2I5	ENSG00000167916	KRT24	
A0A0U1RR37	ENSG00000282872	C1orf232	
Q86TV6	ENSG00000165914	TTC7B	
Q14106	ENSG00000183864	TOB2	
Q9NVC3	ENSG00000103042	SLC38A7	
Q9BXS6	ENSG00000137804	NUSAP1	
Q14469	ENSG00000114315	HES1	
P56597	ENSG00000112981	NME5	
O75095	ENSG00000162591	MEGF6	
O95157	ENSG00000182575	NXPH3	
Q5TAT6	ENSG00000197467	COL13A1	
Q96P44	ENSG00000124749	COL21A1	
O95273	ENSG00000166946	CCNDBP1	
P32243	ENSG00000165588	OTX2	
Q6UXB1	ENSG00000188624	IGFL3	
Q6NXE6	ENSG00000105676	ARMC6	
Q15119	ENSG00000005882	PDK2	
Q6Y288	ENSG00000187676	B3GLCT	
Q9H269	ENSG00000215305	VPS16	
Q9NZS2	ENSG00000150045	KLRF1	
Q8NAC3	ENSG00000163702	IL17RC	
Q8WX39	ENSG00000148386	LCN9	
Q04726	ENSG00000140332	TLE3	
P53350	ENSG00000166851	PLK1	
O60244	ENSG00000180182	MED14	
Q9NTG7	ENSG00000142082	SIRT3	
Q96MX6	ENSG00000243667	WDR92	
P01241	ENSG00000259384	GH1	
Q9Y287	ENSG00000136156	ITM2B	
P0CJ87	-	DUX4L4	
Q7Z4G4	ENSG00000066651	TRMT11	
Q8WUX1	ENSG00000017483	SLC38A5	
Q5VTT5	ENSG00000142661	MYOM3	
Q9Y336	ENSG00000129450	SIGLEC9	
Q53HC9	ENSG00000032389	EIPR1	
Q8TDN4	ENSG00000134508	CABLES1	
Q96P88	ENSG00000211451	GNRHR2	
Q14D04	ENSG00000197415	VEPH1	
P25685	ENSG00000132002	DNAJB1	
P43246	ENSG00000095002	MSH2	
Q6DKI2	ENSG00000284021; ENSG00000171916	LGALS9C	
Q8IZL2	ENSG00000184384	MAML2	
P86479	ENSG00000204919; ENSG00000229665; ENSG00000204918; ENSG00000227151; ENSG00000234278	PRR20C	
O95393	ENSG00000163217	BMP10	
Q9BX73	ENSG00000169490	TM2D2	
O60895	ENSG00000131477	RAMP2	
Q8N988	ENSG00000130544	ZNF557	
Q49AM3	ENSG00000115282	TTC31	
Q7Z614	ENSG00000167208	SNX20	
Q8TE23	ENSG00000179002	TAS1R2	
P41240	ENSG00000103653	CSK	
Q96H78	ENSG00000160785	SLC25A44	
Q6ZV80	ENSG00000205086	C2orf91	
O14561	ENSG00000004779	NDUFAB1	
P42224	ENSG00000115415	STAT1	
Q14CB8	ENSG00000213390	ARHGAP19	
Q9BSR8	ENSG00000119820	YIPF4	
Q6IMI6	ENSG00000196228	SULT1C3	
P11172	ENSG00000114491	UMPS	
Q96SN7	ENSG00000160991	ORAI2	
Q9UGY1	ENSG00000273899	NOL12	
P41182	ENSG00000113916	BCL6	
Q6RFH8	-	DUX4L9	
Q9NWU1	ENSG00000151093	OXSM	
O14862	ENSG00000163568	AIM2	
O95178	ENSG00000090266	NDUFB2	
Q75N90	ENSG00000142449	FBN3	
Q8IUI4	-	SNX29P2	
P06241	ENSG00000010810	FYN	
O75072	ENSG00000106692	FKTN	
A6NCC3	ENSG00000178115; ENSG00000206127; ENSG00000282773	GOLGA8O	
Q0P5N6	ENSG00000214087	ARL16	
P58166	ENSG00000139269	INHBE	
Q9HCG1	ENSG00000170949	ZNF160	
P59541	ENSG00000274699; ENSG00000256188; ENSG00000262111	TAS2R30	
P02792	ENSG00000087086	FTL	
Q5VYY2	ENSG00000173239	LIPM	
Q14980	ENSG00000137497	NUMA1	
P30622	ENSG00000130779	CLIP1	
P61326	ENSG00000162385	MAGOH	
Q86UW8	ENSG00000187664	HAPLN4	
B4DX44	ENSG00000234444	ZNF736	
Q9H2S5	ENSG00000236967; ENSG00000227171; ENSG00000204618; ENSG00000230332; ENSG00000235022; ENSG00000237733; ENSG00000206500; ENSG00000230467	RNF39	
Q9NQ69	ENSG00000143355	LHX9	
Q9UN70	ENSG00000240184	PCDHGC3	
A6NJW4	ENSG00000204913	LRRC3C	
Q96BD8	ENSG00000154839; ENSG00000262634	SKA1	
O95340	ENSG00000198682	PAPSS2	
Q8TAZ6	ENSG00000140932	CMTM2	
Q6P1J6	ENSG00000163803	PLB1	
P06727	ENSG00000110244	APOA4	
Q9Y330	ENSG00000234196; ENSG00000204366; ENSG00000234852; ENSG00000237900; ENSG00000206366	ZBTB12	
Q6ZS10	ENSG00000187912	CLEC17A	
O75027	ENSG00000131269	ABCB7	
P01599	-	IGKV1-17	
O75688	ENSG00000138032	PPM1B	
O14581	ENSG00000185385	OR7A17	
O75817	ENSG00000172336	POP7	
Q8N5L8	ENSG00000164967	RPP25L	
P50583	ENSG00000164978	NUDT2	
Q96JT2	ENSG00000158715	SLC45A3	
Q14722	ENSG00000169282	KCNAB1	
Q9NV12	ENSG00000146859	TMEM140	
P46098	ENSG00000166736	HTR3A	
Q6ZNB6	ENSG00000170448	NFXL1	
Q03938	ENSG00000213988	ZNF90	
Q6ZRV2	ENSG00000180921; ENSG00000273889	FAM83H	
Q96N66	ENSG00000276935; ENSG00000275118; ENSG00000278519; ENSG00000278322; ENSG00000274194; ENSG00000277733; ENSG00000277923; ENSG00000277025; ENSG00000273592; ENSG00000125505	MBOAT7	
O76083	ENSG00000160191	PDE9A	
Q9NZQ0	ENSG00000115137	DNAJC27	
P63279	ENSG00000103275	UBE2I	
A1A4G5	ENSG00000206535	LNP1	
P46060	ENSG00000100401	RANGAP1	
Q9BW60	ENSG00000066322	ELOVL1	
Q9NYJ7	ENSG00000090932	DLL3	
A1A4V9	ENSG00000196118	CCDC189	
Q9Y5E2	ENSG00000113212	PCDHB7	
Q8IUR6	ENSG00000164463	CREBRF	
P11686	ENSG00000168484	SFTPC	
O96020	ENSG00000175305	CCNE2	
Q86UQ0	ENSG00000164048	ZNF589	
Q96RT7	ENSG00000128159	TUBGCP6	
Q9BXT2	ENSG00000130433	CACNG6	
Q9Y2H6	ENSG00000102531	FNDC3A	
Q96SZ6	ENSG00000101391	CDK5RAP1	
Q5T5D7	ENSG00000117010	ZNF684	
O60814	ENSG00000197903	HIST1H2BK	
Q9Y6N6	ENSG00000050555	LAMC3	
Q92539	ENSG00000101577	LPIN2	
Q13627	ENSG00000157540	DYRK1A	
P41597	ENSG00000121807	CCR2	
Q07890	ENSG00000100485	SOS2	
P59045	ENSG00000179873	NLRP11	
Q7RTY3	ENSG00000188086	PRSS45	
Q99969	ENSG00000106538	RARRES2	
A8MV23	ENSG00000253309	SERPINE3	
P35228	ENSG00000007171	NOS2	
Q9NWV8	ENSG00000105393	BABAM1	
Q8N7G0	ENSG00000248483	POU5F2	
Q8TD07	ENSG00000164520	RAET1E	
P0C0P6	ENSG00000214285	NPS	
Q9P0T7	ENSG00000116857	TMEM9	
Q8IWZ4	ENSG00000150244	TRIM48	
Q9UPR3	ENSG00000198952	SMG5	
Q53R41	ENSG00000138399	FASTKD1	
P41250	ENSG00000106105	GARS	
Q9P270	ENSG00000109171	SLAIN2	
O14498	ENSG00000129009	ISLR	
O43167	ENSG00000112365	ZBTB24	
Q9NX76	ENSG00000091317	CMTM6	
Q13291	ENSG00000117090	SLAMF1	
Q107X0	ENSG00000197588	KLKP1	
O00512	ENSG00000116128	BCL9	
Q6ZTU2	ENSG00000185684	EP400P1	
Q96E16	ENSG00000176209	SMIM19	
Q9Y2P8	ENSG00000120158	RCL1	
Q2KHR3	ENSG00000060749	QSER1	
Q9UPU7	ENSG00000167202	TBC1D2B	
P05230	ENSG00000113578	FGF1	
Q6NSW5	-	FAM45BP	
Q9Y5R2	ENSG00000125966	MMP24	
Q7Z6P3	ENSG00000255587	RAB44	
Q5JU00	ENSG00000146221	TCTE1	
Q16720	ENSG00000067842	ATP2B3	
Q9BTE0	ENSG00000109065	NAT9	
Q9HCN2	ENSG00000120471	TP53AIP1	
P80098	ENSG00000108688	CCL7	
P55895	ENSG00000175097	RAG2	
Q9Y5G5	ENSG00000253767	PCDHGA8	
Q8NGG8	ENSG00000284609	OR8B3	
P56749	ENSG00000157224	CLDN12	
P20585	ENSG00000113318	MSH3	
O60602	ENSG00000187554	TLR5	
P00387	ENSG00000100243	CYB5R3	
A6NDA9	ENSG00000204033	LRIT2	
O75822	ENSG00000104131	EIF3J	
P30041	ENSG00000117592	PRDX6	
A1KZ92	ENSG00000147485	PXDNL	
Q8N4C6	ENSG00000100503	NIN	
P08174	ENSG00000196352	CD55	
P11055	ENSG00000109063	MYH3	
P0DP72	-	VSIG10L2	
Q68CZ2	ENSG00000136205	TNS3	
Q8IVQ6	ENSG00000175893	ZDHHC21	
Q16587	ENSG00000185252	ZNF74	
O43593	ENSG00000168453	HR	
Q8WUP2	ENSG00000162458	FBLIM1	
Q06546	ENSG00000154727	GABPA	
Q9Y3A6	ENSG00000117500	TMED5	
P48539	ENSG00000183036	PCP4	
Q5VZE5	ENSG00000135040	NAA35	
Q8NFJ6	ENSG00000101292	PROKR2	
Q96PX8	ENSG00000178235	SLITRK1	
Q9Y6K0	ENSG00000134255	CEPT1	
Q96P26	ENSG00000185013; ENSG00000250741	NT5C1B	
Q6J272	ENSG00000188163	FAM166A	
P62837	ENSG00000131508	UBE2D2	
O94880	ENSG00000106443	PHF14	
Q9BY44	ENSG00000144895	EIF2A	
O43257	ENSG00000106400	ZNHIT1	
Q9UHV7	ENSG00000108510	MED13	
Q86UK5	ENSG00000173040	EVC2	
O95249	ENSG00000108587	GOSR1	
Q6UWH6	ENSG00000144043	TEX261	
Q86U10	ENSG00000166183	ASPG	
Q9Y6V0	ENSG00000186472	PCLO	
Q9BUJ2	ENSG00000105323	HNRNPUL1	
Q99808	ENSG00000112759	SLC29A1	
Q05655	ENSG00000163932	PRKCD	
Q8NG94	ENSG00000130538	OR11H1	
O15155	ENSG00000105829	BET1	
Q96BA8	ENSG00000157613	CREB3L1	
P33991	ENSG00000104738	MCM4	
O60760	ENSG00000163106	HPGDS	
Q5CZC0	ENSG00000188738	FSIP2	
P21918	ENSG00000169676	DRD5	
Q5SW24	ENSG00000164488	DACT2	
O43889	ENSG00000107175	CREB3	
Q8WWH5	ENSG00000165832	TRUB1	
Q86XK7	ENSG00000101842	VSIG1	
Q92932	ENSG00000282185; ENSG00000155093	PTPRN2	
P55089	ENSG00000163794	UCN	
Q96BP3	ENSG00000113593	PPWD1	
Q6H9L7	ENSG00000100593	ISM2	
P28331	ENSG00000023228; ENSG00000283447	NDUFS1	
Q14DG7	ENSG00000139364	TMEM132B	
Q8TC56	ENSG00000170613	FAM71B	
Q16526	ENSG00000008405	CRY1	
O95760	ENSG00000137033	IL33	
P10966	ENSG00000172116	CD8B	
P81172	ENSG00000105697	HAMP	
O00192	ENSG00000099889	ARVCF	
Q15853	ENSG00000105698	USF2	
Q969S8	ENSG00000100429	HDAC10	
Q9BTE1	ENSG00000166847	DCTN5	
Q5EBL2	ENSG00000197483	ZNF628	
Q9NR23	ENSG00000184344	GDF3	
Q9H6S0	ENSG00000047188	YTHDC2	
Q6F5E8	ENSG00000159753	CARMIL2	
Q5W5X9	ENSG00000103852	TTC23	
Q96DA6	ENSG00000205981	DNAJC19	
Q8NFL0	ENSG00000156966	B3GNT7	
Q99571	ENSG00000135124	P2RX4	
P60411	ENSG00000243489; ENSG00000221837	KRTAP10-9	
Q96MM6	ENSG00000132622	HSPA12B	
E2RYF7	ENSG00000237093; ENSG00000227974	HCG22	
Q8NHU3	ENSG00000164023	SGMS2	
P36980	ENSG00000080910	CFHR2	
Q9NRC8	ENSG00000187531	SIRT7	
Q8N0W4	ENSG00000146938	NLGN4X	
Q9BU02	ENSG00000259431	THTPA	
Q5T0D9	ENSG00000158109	TPRG1L	
Q5VVC0	ENSG00000203910	C1orf146	
Q6ICC9	ENSG00000188636	RTL6	
Q9BVC3	ENSG00000136982	DSCC1	
P04271	ENSG00000160307	S100B	
Q92817	ENSG00000167880	EVPL	
P53671	ENSG00000182541	LIMK2	
Q6NUS8	ENSG00000145626	UGT3A1	
P21754	ENSG00000188372	ZP3	
Q9NVF9	ENSG00000143845	ETNK2	
Q5T5A8	ENSG00000244057	LCE3C	
P51504	ENSG00000174255	ZNF80	
Q96RL7	ENSG00000197969	VPS13A	
P01037	ENSG00000170373	CST1	
Q8TEE9	ENSG00000205307	SAP25	
Q8IUA0	ENSG00000158901	WFDC8	
Q86SQ6	ENSG00000197177	ADGRA1	
Q86UW1	ENSG00000163959	SLC51A	
O43670	ENSG00000010244	ZNF207	
Q8IU57	ENSG00000185436	IFNLR1	
Q96HR9	ENSG00000115255	REEP6	
Q9P2R6	ENSG00000142599	RERE	
P60008	-	HILS1	
Q8NHZ7	ENSG00000230522	MBD3L2	
Q9UKK6	ENSG00000132661	NXT1	
P68543	ENSG00000173960	UBXN2A	
Q8NFP4	ENSG00000112139	MDGA1	
Q8NCY6	ENSG00000170903	MSANTD4	
Q96GX8	ENSG00000154102	C16orf74	
P0C869	ENSG00000243708; ENSG00000168970	PLA2G4B	
Q8NGN5	ENSG00000234560	OR10G8	
Q9UBW7	ENSG00000121741	ZMYM2	
Q96AD5	ENSG00000177666	PNPLA2	
Q6P0A1	ENSG00000196666; ENSG00000284938	FAM180B	
Q8TAP4	ENSG00000048540	LMO3	
Q9UKJ3	ENSG00000186566	GPATCH8	
P30532	ENSG00000169684	CHRNA5	
Q92547	ENSG00000163781	TOPBP1	
P30954	ENSG00000196184	OR10J1	
Q96PS8	ENSG00000143595	AQP10	
Q9H9A5	ENSG00000182973	CNOT10	
Q6P9A3	ENSG00000121406	ZNF549	
Q9NRC6	ENSG00000137877	SPTBN5	
Q8N998	ENSG00000179071	CCDC89	
Q9BWN1	ENSG00000156858	PRR14	
A5D8V6	ENSG00000167987	VPS37C	
Q96PQ5	-	PPP1R2P1	
A0A0C4DH25	-	IGKV3D-20	
P07476	ENSG00000163207	IVL	
Q9Y2G2	ENSG00000105483	CARD8	
A6NGY5	ENSG00000280021	OR51F1	
O43156	ENSG00000101407	TTI1	
P11274	ENSG00000186716	BCR	
O43825	ENSG00000162630	B3GALT2	
A6NNA2	ENSG00000177679	SRRM3	
Q8N5A5	ENSG00000197114	ZGPAT	
Q3SY84	ENSG00000139648	KRT71	
P18065	ENSG00000115457	IGFBP2	
Q8TDV2	ENSG00000173302	GPR148	
Q9UH03	ENSG00000100167	SEPT3	
Q9H0K6	ENSG00000129317	PUS7L	
Q9Y4U1	ENSG00000132763	MMACHC	
Q8IZN3	ENSG00000175048	ZDHHC14	
P78312	ENSG00000125386	FAM193A	
Q8N584	ENSG00000168234	TTC39C	
Q96FN4	ENSG00000140848	CPNE2	
Q70EK9	ENSG00000247746	USP51	
Q15833	ENSG00000076944	STXBP2	
Q16829	ENSG00000164086	DUSP7	
Q6PEW1	ENSG00000174460	ZCCHC12	
Q1ED39	ENSG00000103550	KNOP1	
P22392	ENSG00000243678; ENSG00000011052	NME2	
P04628	ENSG00000125084	WNT1	
P57077	ENSG00000156265	MAP3K7CL	
P12829	ENSG00000198336	MYL4	
Q8N1Q8	ENSG00000196407	THEM5	
O60290	ENSG00000106479	ZNF862	
P48066	ENSG00000132164	SLC6A11	
Q5FWF4	ENSG00000121988	ZRANB3	
Q8WYA1	ENSG00000029153	ARNTL2	
Q9Y620	ENSG00000265817; ENSG00000197275	RAD54B	
P38484	ENSG00000262795; ENSG00000159128	IFNGR2	
Q8WXK3	ENSG00000196372	ASB13	
Q49A88	ENSG00000175455	CCDC14	
Q9Y6Z2	ENSG00000146521	LINC01558	
Q9Y6L6	ENSG00000134538	SLCO1B1	
Q2TAZ0	ENSG00000110046	ATG2A	
Q8IWX7	ENSG00000141161	UNC45B	
O15198	ENSG00000120693	SMAD9	
Q9H9A6	ENSG00000066557	LRRC40	
Q96H96	ENSG00000173085	COQ2	
Q9Y385	ENSG00000198833	UBE2J1	
Q9Y584	ENSG00000278501; ENSG00000177370; ENSG00000277649	TIMM22	
Q9P2J8	ENSG00000197566	ZNF624	
Q9Y5E3	ENSG00000113211	PCDHB6	
Q8IYD2	ENSG00000162873	KLHDC8A	
Q01344	ENSG00000091181	IL5RA	
Q05996	ENSG00000103310; ENSG00000284588	ZP2	
Q96PD5	ENSG00000161031	PGLYRP2	
Q96GE5	ENSG00000196466	ZNF799	
Q9C0C4	ENSG00000168758	SEMA4C	
P08908	ENSG00000178394	HTR1A	
P06748	ENSG00000181163	NPM1	
P0C7P1	ENSG00000244395	RBMY1D	
P0DL12	ENSG00000268182	SMIM17	
Q9Y2L6	ENSG00000114541	FRMD4B	
Q5H9S7	ENSG00000115827	DCAF17	
Q3KRA6	ENSG00000186132	C2orf76	
Q96R06	ENSG00000076382	SPAG5	
Q9HCC6	ENSG00000188290	HES4	
O75508	ENSG00000013297	CLDN11	
P43694	ENSG00000285109; ENSG00000136574	GATA4	
O43364	ENSG00000105996	HOXA2	
Q96PE1	ENSG00000020181	ADGRA2	
Q9NZV6	ENSG00000198736	MSRB1	
Q8WUU5	ENSG00000157259	GATAD1	
Q96P16	ENSG00000141425	RPRD1A	
Q70EL1	ENSG00000166348	USP54	
Q9H9Q2	ENSG00000144524	COPS7B	
P17213	ENSG00000101425	BPI	
Q6MZZ7	ENSG00000162949	CAPN13	
Q8WUM0	ENSG00000069248	NUP133	
Q8WW35	ENSG00000213123	TCTEX1D2	
Q5R3K3	ENSG00000188820	CALHM6	
Q8IXV7	ENSG00000185909	KLHDC8B	
Q9H756	ENSG00000184434	LRRC19	
Q8IWW8	ENSG00000147576	ADHFE1	
Q14774	ENSG00000136630	HLX	
Q8WUT4	ENSG00000125872	LRRN4	
Q8TD23	ENSG00000197372	ZNF675	
Q9BQQ3	ENSG00000114745	GORASP1	
Q9BX10	ENSG00000172432	GTPBP2	
Q8WXS8	ENSG00000138316	ADAMTS14	
P41247	ENSG00000006757	PNPLA4	
Q8WVY7	ENSG00000164332	UBLCP1	
Q6PL24	ENSG00000100580	TMED8	
Q5FWF5	ENSG00000141446	ESCO1	
P49682	ENSG00000186810	CXCR3	
Q16854	ENSG00000114956	DGUOK	
O60243	ENSG00000136720	HS6ST1	
Q01432	ENSG00000133805	AMPD3	
Q8NGG6	ENSG00000170953	OR8B12	
Q9Y6X0	ENSG00000152217	SETBP1	
A6NDL8	ENSG00000205327	OR6C68	
Q86WB7	ENSG00000112494	UNC93A	
P15863	ENSG00000125813	PAX1	
Q2TAL6	ENSG00000188730	VWC2	
A0A0C4DH32	-	IGHV3-20	
Q9BVV2	ENSG00000125531	FNDC11	
P29459	ENSG00000168811	IL12A	
Q2NL68	ENSG00000167595	PROSER3	
P18615	ENSG00000233801; ENSG00000206268; ENSG00000231044; ENSG00000206357; ENSG00000204356; ENSG00000229363	NELFE	
Q9H840	ENSG00000142252	GEMIN7	
O14672	ENSG00000137845	ADAM10	
Q14990	ENSG00000155087	ODF1	
Q8IZD2	ENSG00000005483	KMT2E	
